CHROM,BIN_START,BIN_END,N_VARIANTS,WEIGHTED_FST,MEAN_FST,best_chick_chr,best_chick_id,orientation,pos,SNP
scaffold43,1750001,1775000,273,-0.0040872,-0.00263284,6,142,1,1762501,scaffold43_1750001
scaffold43,1775001,1800000,307,0.00103089,0.000936638,6,142,1,1787501,scaffold43_1775001
scaffold43,1800001,1825000,263,0.00160945,0.00270036,6,142,1,1812501,scaffold43_1800001
scaffold43,1825001,1850000,295,0.00319189,0.000501284,6,142,1,1837501,scaffold43_1825001
scaffold43,1850001,1875000,282,0.00813534,0.00252431,6,142,1,1862501,scaffold43_1850001
scaffold43,1875001,1900000,313,0.00244266,0.00293014,6,142,1,1887501,scaffold43_1875001
scaffold43,1900001,1925000,313,-0.00194643,-0.00256458,6,142,1,1912501,scaffold43_1900001
scaffold43,1925001,1950000,351,0.00127079,0.000443445,6,142,1,1937501,scaffold43_1925001
scaffold43,1950001,1975000,270,-0.000659784,0.000868367,6,142,1,1962501,scaffold43_1950001
scaffold43,1975001,2000000,344,-0.00107728,0.000161676,6,142,1,1987501,scaffold43_1975001
scaffold43,2000001,2025000,349,-0.00157539,-0.00269374,6,142,1,2012501,scaffold43_2000001
scaffold43,2025001,2050000,269,-0.00225563,-0.000869819,6,142,1,2037501,scaffold43_2025001
scaffold43,2050001,2075000,274,-0.00626588,-0.00446711,6,142,1,2062501,scaffold43_2050001
scaffold43,2075001,2100000,229,-0.00199373,-0.00103479,6,142,1,2087501,scaffold43_2075001
scaffold43,2100001,2125000,277,-0.00053554,-0.00132509,6,142,1,2112501,scaffold43_2100001
scaffold43,2125001,2150000,180,-0.00496473,-0.00443264,6,142,1,2137501,scaffold43_2125001
scaffold43,2150001,2175000,422,-0.00328576,-0.00113077,6,142,1,2162501,scaffold43_2150001
scaffold43,2175001,2200000,318,-0.00592793,-0.00283649,6,142,1,2187501,scaffold43_2175001
scaffold43,2200001,2225000,299,-0.00373515,-0.00075565,6,142,1,2212501,scaffold43_2200001
scaffold43,2225001,2250000,357,0.00167112,0.000801907,6,142,1,2237501,scaffold43_2225001
scaffold43,2250001,2275000,324,-0.00347216,-0.000839618,6,142,1,2262501,scaffold43_2250001
scaffold43,2275001,2300000,381,-0.00136098,-0.00225254,6,142,1,2287501,scaffold43_2275001
scaffold43,2300001,2325000,342,0.00104407,-0.00158793,6,142,1,2312501,scaffold43_2300001
scaffold43,2325001,2350000,354,-0.00571287,-0.00439286,6,142,1,2337501,scaffold43_2325001
scaffold43,2350001,2375000,308,-0.00514829,-0.00326938,6,142,1,2362501,scaffold43_2350001
scaffold43,2375001,2400000,316,-0.00808537,-0.00491554,6,142,1,2387501,scaffold43_2375001
scaffold43,2400001,2425000,360,0.0128252,0.00575148,6,142,1,2412501,scaffold43_2400001
scaffold43,2425001,2450000,314,0.00234462,0.00386587,6,142,1,2437501,scaffold43_2425001
scaffold43,2450001,2475000,335,-0.00640864,-0.0033333,6,142,1,2462501,scaffold43_2450001
scaffold43,2475001,2500000,385,0.000676551,0.00185674,6,142,1,2487501,scaffold43_2475001
scaffold43,2500001,2525000,481,0.00227756,0.000882676,6,142,1,2512501,scaffold43_2500001
scaffold43,2525001,2550000,517,0.00238828,0.000485648,6,142,1,2537501,scaffold43_2525001
scaffold43,2550001,2575000,517,0.00112688,-0.00152535,6,142,1,2562501,scaffold43_2550001
scaffold43,2575001,2600000,478,-0.00432533,-0.00384907,6,142,1,2587501,scaffold43_2575001
scaffold43,2600001,2625000,507,-0.00305267,-0.00369378,6,142,1,2612501,scaffold43_2600001
scaffold43,2625001,2650000,421,-0.00485403,-0.00319864,6,142,1,2637501,scaffold43_2625001
scaffold43,2650001,2675000,468,-0.00321923,-0.00302719,6,142,1,2662501,scaffold43_2650001
scaffold43,2675001,2700000,425,0.00189287,0.00117295,6,142,1,2687501,scaffold43_2675001
scaffold43,2700001,2725000,502,0.00170249,-0.000734305,6,142,1,2712501,scaffold43_2700001
scaffold43,2725001,2750000,401,0.0111458,0.00451919,6,142,1,2737501,scaffold43_2725001
scaffold43,2750001,2775000,430,-0.0022586,-0.00145458,6,142,1,2762501,scaffold43_2750001
scaffold43,2775001,2800000,395,-0.00352724,-0.00271941,6,142,1,2787501,scaffold43_2775001
scaffold43,2800001,2825000,280,-0.00233052,-0.00172044,6,142,1,2812501,scaffold43_2800001
scaffold43,2825001,2850000,385,-0.00316175,-0.00090168,6,142,1,2837501,scaffold43_2825001
scaffold43,2850001,2875000,333,-0.00155097,-0.00186965,6,142,1,2862501,scaffold43_2850001
scaffold43,2875001,2900000,374,-0.00385192,-0.00259033,6,142,1,2887501,scaffold43_2875001
scaffold43,2900001,2925000,351,0.00488782,0.00150249,6,142,1,2912501,scaffold43_2900001
scaffold43,2925001,2950000,333,-0.00163096,-0.000944155,6,142,1,2937501,scaffold43_2925001
scaffold43,2950001,2975000,524,-0.00082476,-0.00175905,6,142,1,2962501,scaffold43_2950001
scaffold43,2975001,3000000,509,-0.00357305,-0.0044261,6,142,1,2987501,scaffold43_2975001
scaffold43,3000001,3025000,484,-0.00012756,-0.00199013,6,142,1,3012501,scaffold43_3000001
scaffold43,3025001,3050000,490,-0.00320659,-0.00168728,6,142,1,3037501,scaffold43_3025001
scaffold43,3050001,3075000,310,-0.00702168,-0.00493774,6,142,1,3062501,scaffold43_3050001
scaffold43,3075001,3100000,345,-0.00393811,-0.00250715,6,142,1,3087501,scaffold43_3075001
scaffold43,3100001,3125000,401,0.00142493,-1.88E-05,6,142,1,3112501,scaffold43_3100001
scaffold43,3125001,3150000,431,-0.00329281,-0.00117166,6,142,1,3137501,scaffold43_3125001
scaffold43,3150001,3175000,392,-0.00133156,-0.00219745,6,142,1,3162501,scaffold43_3150001
scaffold43,3175001,3200000,370,0.00635736,0.00186666,6,142,1,3187501,scaffold43_3175001
scaffold43,3200001,3225000,384,-0.001948,-0.00155669,6,142,1,3212501,scaffold43_3200001
scaffold43,3225001,3250000,394,-0.00413849,-0.00169106,6,142,1,3237501,scaffold43_3225001
scaffold43,3250001,3275000,382,0.00130284,0.000272221,6,142,1,3262501,scaffold43_3250001
scaffold43,3275001,3300000,392,-0.00431266,-0.00217314,6,142,1,3287501,scaffold43_3275001
scaffold43,3300001,3325000,541,0.00403383,0.0040898,6,142,1,3312501,scaffold43_3300001
scaffold43,3325001,3350000,485,0.00757315,0.0051238,6,142,1,3337501,scaffold43_3325001
scaffold43,3350001,3375000,517,0.00811668,0.00513584,6,142,1,3362501,scaffold43_3350001
scaffold43,3375001,3400000,390,0.0012174,0.00199657,6,142,1,3387501,scaffold43_3375001
scaffold43,3400001,3425000,491,-0.00032586,0.00137084,6,142,1,3412501,scaffold43_3400001
scaffold43,3425001,3450000,324,0.0052301,0.00362226,6,142,1,3437501,scaffold43_3425001
scaffold43,3450001,3475000,531,0.00377498,0.0033902,6,142,1,3462501,scaffold43_3450001
scaffold43,3475001,3500000,510,-0.00137734,-0.00126761,6,142,1,3487501,scaffold43_3475001
scaffold43,3500001,3525000,504,0.00359374,0.00349343,6,142,1,3512501,scaffold43_3500001
scaffold43,3525001,3550000,487,0.000167608,0.000467427,6,142,1,3537501,scaffold43_3525001
scaffold43,3550001,3575000,449,-0.00536044,-0.00437215,6,142,1,3562501,scaffold43_3550001
scaffold43,3575001,3600000,451,-0.00145873,-0.00278178,6,142,1,3587501,scaffold43_3575001
scaffold43,3600001,3625000,554,0.00039463,-0.000339644,6,142,1,3612501,scaffold43_3600001
scaffold43,3625001,3650000,414,0.00113982,0.00124313,6,142,1,3637501,scaffold43_3625001
scaffold43,3650001,3675000,480,-0.0034463,-0.00165519,6,142,1,3662501,scaffold43_3650001
scaffold43,3675001,3700000,477,0.00525108,0.00140829,6,142,1,3687501,scaffold43_3675001
scaffold43,3700001,3725000,555,0.000633234,-0.00190598,6,142,1,3712501,scaffold43_3700001
scaffold43,3725001,3750000,461,-0.00203296,-0.00248195,6,142,1,3737501,scaffold43_3725001
scaffold43,3750001,3775000,478,-0.00240538,-0.00191505,6,142,1,3762501,scaffold43_3750001
scaffold43,3775001,3800000,469,-0.000482431,-0.000245919,6,142,1,3787501,scaffold43_3775001
scaffold43,3800001,3825000,475,-0.0043612,-0.0033556,6,142,1,3812501,scaffold43_3800001
scaffold43,3825001,3850000,467,-0.00375513,-0.00259466,6,142,1,3837501,scaffold43_3825001
scaffold43,3850001,3875000,422,0.00327885,0.000479449,6,142,1,3862501,scaffold43_3850001
scaffold43,3875001,3900000,422,0.000676901,0.000833982,6,142,1,3887501,scaffold43_3875001
scaffold43,3900001,3925000,478,-0.000207029,-0.000868847,6,142,1,3912501,scaffold43_3900001
scaffold43,3925001,3950000,360,1.32E-05,-0.000472915,6,142,1,3937501,scaffold43_3925001
scaffold43,3950001,3975000,370,-0.000796081,-0.00124123,6,142,1,3962501,scaffold43_3950001
scaffold43,3975001,4000000,393,-0.00384445,-0.00273128,6,142,1,3987501,scaffold43_3975001
scaffold43,4000001,4025000,415,-0.00169944,-0.00105407,6,142,1,4012501,scaffold43_4000001
scaffold43,4025001,4050000,398,-0.00231653,-0.0013162,6,142,1,4037501,scaffold43_4025001
scaffold43,4050001,4075000,382,-0.00356462,-0.00156539,6,142,1,4062501,scaffold43_4050001
scaffold43,4075001,4100000,349,-0.00243936,-0.00212916,6,142,1,4087501,scaffold43_4075001
scaffold43,4100001,4125000,366,-0.00172664,-0.000716435,6,142,1,4112501,scaffold43_4100001
scaffold43,4125001,4150000,353,-0.00187126,0.00104093,6,142,1,4137501,scaffold43_4125001
scaffold43,4150001,4175000,334,0.00102997,0.000436767,6,142,1,4162501,scaffold43_4150001
scaffold43,4175001,4200000,399,-0.00535999,-0.00198219,6,142,1,4187501,scaffold43_4175001
scaffold43,4200001,4225000,362,-0.00346239,-0.00163184,6,142,1,4212501,scaffold43_4200001
scaffold43,4225001,4250000,390,-0.00607685,-0.0039514,6,142,1,4237501,scaffold43_4225001
scaffold43,4250001,4275000,386,-0.00392071,-0.00208301,6,142,1,4262501,scaffold43_4250001
scaffold43,4275001,4300000,447,-0.00294367,-0.00223843,6,142,1,4287501,scaffold43_4275001
scaffold43,4300001,4325000,406,-0.00525747,-0.00435457,6,142,1,4312501,scaffold43_4300001
scaffold43,4325001,4350000,420,0.000459421,0.00137416,6,142,1,4337501,scaffold43_4325001
scaffold43,4350001,4375000,445,-0.00298321,-0.000922824,6,142,1,4362501,scaffold43_4350001
scaffold43,4375001,4400000,346,-0.00238845,-0.00289008,6,142,1,4387501,scaffold43_4375001
scaffold43,4400001,4425000,373,-0.000212018,-0.000759269,6,142,1,4412501,scaffold43_4400001
scaffold43,4425001,4450000,392,-0.00122172,-0.0029624,6,142,1,4437501,scaffold43_4425001
scaffold43,4450001,4475000,444,0.00228754,0.000807594,6,142,1,4462501,scaffold43_4450001
scaffold43,4475001,4500000,425,-0.0041063,-0.00215622,6,142,1,4487501,scaffold43_4475001
scaffold43,4500001,4525000,340,-0.00472122,-0.00218416,6,142,1,4512501,scaffold43_4500001
scaffold43,4525001,4550000,296,-0.00363046,-0.00420761,6,142,1,4537501,scaffold43_4525001
scaffold43,4550001,4575000,328,-0.00639517,-0.00461003,6,142,1,4562501,scaffold43_4550001
scaffold43,4575001,4600000,321,-0.00570988,-0.0036524,6,142,1,4587501,scaffold43_4575001
scaffold43,4600001,4625000,312,-0.0042507,-0.00294691,6,142,1,4612501,scaffold43_4600001
scaffold43,4625001,4650000,363,-0.00462461,-0.00341801,6,142,1,4637501,scaffold43_4625001
scaffold43,4650001,4675000,274,-0.00287217,-0.00283966,6,142,1,4662501,scaffold43_4650001
scaffold43,4675001,4700000,388,0.00557114,0.00073747,6,142,1,4687501,scaffold43_4675001
scaffold43,4700001,4725000,358,-0.00413038,-0.00632775,6,142,1,4712501,scaffold43_4700001
scaffold43,4725001,4750000,372,-0.00648956,-0.00613982,6,142,1,4737501,scaffold43_4725001
scaffold43,4750001,4775000,338,-0.00513225,-0.00317196,6,142,1,4762501,scaffold43_4750001
scaffold43,4775001,4800000,320,0.000496385,-0.000533233,6,142,1,4787501,scaffold43_4775001
scaffold43,4800001,4825000,402,0.0120792,0.00547371,6,142,1,4812501,scaffold43_4800001
scaffold43,4825001,4850000,318,-0.005643,-0.00358475,6,142,1,4837501,scaffold43_4825001
scaffold43,4850001,4875000,237,-0.00689107,-0.00302769,6,142,1,4862501,scaffold43_4850001
scaffold43,4875001,4900000,289,0.00917383,0.00615992,6,142,1,4887501,scaffold43_4875001
scaffold43,4900001,4925000,324,-0.000271294,0.000695645,6,142,1,4912501,scaffold43_4900001
scaffold43,4925001,4950000,254,-0.00434708,-0.00350927,6,142,1,4937501,scaffold43_4925001
scaffold43,4950001,4975000,343,-0.000584135,0.000151543,6,142,1,4962501,scaffold43_4950001
scaffold43,4975001,5000000,294,0.0115325,0.00494243,6,142,1,4987501,scaffold43_4975001
scaffold43,5000001,5025000,231,-0.00415873,-0.00328812,6,142,1,5012501,scaffold43_5000001
scaffold43,5025001,5050000,232,-0.00390195,-0.00119938,6,142,1,5037501,scaffold43_5025001
scaffold43,5050001,5075000,285,-0.000655532,0.00204435,6,142,1,5062501,scaffold43_5050001
scaffold43,5075001,5100000,243,0.00161191,0.00381252,6,142,1,5087501,scaffold43_5075001
scaffold43,5100001,5125000,213,0.00387076,0.00124023,6,142,1,5112501,scaffold43_5100001
scaffold43,5125001,5150000,306,-0.00606629,-0.00200676,6,142,1,5137501,scaffold43_5125001
scaffold43,5150001,5175000,332,0.0022285,0.00236039,6,142,1,5162501,scaffold43_5150001
scaffold43,5175001,5200000,279,-0.00135687,0.000609669,6,142,1,5187501,scaffold43_5175001
scaffold43,5200001,5225000,273,-0.00710157,-0.00214412,6,142,1,5212501,scaffold43_5200001
scaffold43,5225001,5250000,300,-0.00679583,-0.00493,6,142,1,5237501,scaffold43_5225001
scaffold43,5250001,5275000,255,-0.00620104,-0.00633361,6,142,1,5262501,scaffold43_5250001
scaffold43,5275001,5300000,243,-0.00387776,-0.00299716,6,142,1,5287501,scaffold43_5275001
scaffold43,5300001,5325000,293,-0.00550125,-0.000954977,6,142,1,5312501,scaffold43_5300001
scaffold43,5325001,5350000,285,-0.00490481,-0.00212313,6,142,1,5337501,scaffold43_5325001
scaffold43,5350001,5375000,319,-0.00254166,-0.00306643,6,142,1,5362501,scaffold43_5350001
scaffold43,5375001,5400000,308,0.013299,0.00510548,6,142,1,5387501,scaffold43_5375001
scaffold43,5400001,5425000,299,0.00152925,0.000370415,6,142,1,5412501,scaffold43_5400001
scaffold43,5425001,5450000,279,-0.00182431,-0.00147076,6,142,1,5437501,scaffold43_5425001
scaffold43,5450001,5475000,355,-0.0117317,-0.00662425,6,142,1,5462501,scaffold43_5450001
scaffold43,5475001,5500000,255,-0.00600952,-0.00455839,6,142,1,5487501,scaffold43_5475001
scaffold43,5500001,5525000,462,0.00024455,-0.00166266,6,142,1,5512501,scaffold43_5500001
scaffold43,5525001,5550000,352,-0.00228369,-0.00188265,6,142,1,5537501,scaffold43_5525001
scaffold43,5550001,5575000,392,-0.00269519,-0.00114636,6,142,1,5562501,scaffold43_5550001
scaffold43,5575001,5600000,343,-0.00121361,-0.00147351,6,142,1,5587501,scaffold43_5575001
scaffold43,5600001,5625000,299,-0.00312797,-0.00209029,6,142,1,5612501,scaffold43_5600001
scaffold43,5625001,5650000,346,-0.00941857,-0.00654908,6,142,1,5637501,scaffold43_5625001
scaffold43,5650001,5675000,421,-0.00887321,-0.00682849,6,142,1,5662501,scaffold43_5650001
scaffold43,5675001,5700000,388,-0.00777922,-0.00486984,6,142,1,5687501,scaffold43_5675001
scaffold43,5700001,5725000,364,-0.00972747,-0.00812553,6,142,1,5712501,scaffold43_5700001
scaffold43,5725001,5750000,342,-0.00885674,-0.00559598,6,142,1,5737501,scaffold43_5725001
scaffold43,5750001,5775000,415,0.000577953,-0.000984678,6,142,1,5762501,scaffold43_5750001
scaffold43,5775001,5800000,388,-0.00559204,-0.00356653,6,142,1,5787501,scaffold43_5775001
scaffold43,5800001,5825000,333,0.000692928,-0.000439619,6,142,1,5812501,scaffold43_5800001
scaffold43,5825001,5850000,387,-0.00513007,-0.0036921,6,142,1,5837501,scaffold43_5825001
scaffold43,5850001,5875000,374,-0.0037705,-0.0017405,6,142,1,5862501,scaffold43_5850001
scaffold43,5875001,5900000,444,-0.00149213,-0.000592916,6,142,1,5887501,scaffold43_5875001
scaffold43,5900001,5925000,433,-0.000690626,0.000570401,6,142,1,5912501,scaffold43_5900001
scaffold43,5925001,5950000,403,-0.000790805,-0.00209754,6,142,1,5937501,scaffold43_5925001
scaffold43,5950001,5975000,422,-0.00136515,0.000586564,6,142,1,5962501,scaffold43_5950001
scaffold43,5975001,6000000,421,0.00501549,0.00421873,6,142,1,5987501,scaffold43_5975001
scaffold43,6000001,6025000,498,0.00587359,0.0023006,6,142,1,6012501,scaffold43_6000001
scaffold43,6025001,6050000,506,-0.00207535,-0.00215539,6,142,1,6037501,scaffold43_6025001
scaffold43,6050001,6075000,482,-0.00456076,-0.00354404,6,142,1,6062501,scaffold43_6050001
scaffold43,6075001,6100000,361,0.00162914,0.000342023,6,142,1,6087501,scaffold43_6075001
scaffold43,6100001,6125000,398,-0.00297642,-0.00129302,6,142,1,6112501,scaffold43_6100001
scaffold43,6125001,6150000,367,0.00371378,0.00393954,6,142,1,6137501,scaffold43_6125001
scaffold43,6150001,6175000,351,-0.000701287,-4.66E-05,6,142,1,6162501,scaffold43_6150001
scaffold43,6175001,6200000,424,0.000245649,-0.00105697,6,142,1,6187501,scaffold43_6175001
scaffold43,6200001,6225000,457,-0.00182553,0.000378641,6,142,1,6212501,scaffold43_6200001
scaffold43,6225001,6250000,422,-0.000755585,0.00236822,6,142,1,6237501,scaffold43_6225001
scaffold43,6250001,6275000,411,0.00394961,0.00221717,6,142,1,6262501,scaffold43_6250001
scaffold43,6275001,6300000,382,-0.00299656,-0.00180312,6,142,1,6287501,scaffold43_6275001
scaffold43,6300001,6325000,463,-0.00209417,0.000434687,6,142,1,6312501,scaffold43_6300001
scaffold43,6325001,6350000,398,0.00149114,0.00105045,6,142,1,6337501,scaffold43_6325001
scaffold43,6350001,6375000,431,0.0144839,0.0082171,6,142,1,6362501,scaffold43_6350001
scaffold43,6375001,6400000,398,0.0117015,0.00861569,6,142,1,6387501,scaffold43_6375001
scaffold43,6400001,6425000,365,0.0118911,0.00672601,6,142,1,6412501,scaffold43_6400001
scaffold43,6425001,6450000,334,0.0115994,0.00416273,6,142,1,6437501,scaffold43_6425001
scaffold43,6450001,6475000,306,0.000961933,0.0033487,6,142,1,6462501,scaffold43_6450001
scaffold43,6475001,6500000,312,-0.00239757,-0.000390619,6,142,1,6487501,scaffold43_6475001
scaffold43,6500001,6525000,358,-0.00641069,-0.00468778,6,142,1,6512501,scaffold43_6500001
scaffold43,6525001,6550000,337,0.00494549,0.00326579,6,142,1,6537501,scaffold43_6525001
scaffold43,6550001,6575000,436,-0.000362007,-0.00215706,6,142,1,6562501,scaffold43_6550001
scaffold43,6575001,6600000,424,0.0015741,-0.000877102,6,142,1,6587501,scaffold43_6575001
scaffold43,6600001,6625000,375,-0.00591716,-0.00365958,6,142,1,6612501,scaffold43_6600001
scaffold43,6625001,6650000,367,0.00120079,0.000147888,6,142,1,6637501,scaffold43_6625001
scaffold43,6650001,6675000,300,-0.00185672,-0.000481569,6,142,1,6662501,scaffold43_6650001
scaffold43,6675001,6700000,331,0.00610607,0.003149,6,142,1,6687501,scaffold43_6675001
scaffold43,6700001,6725000,330,0.00386355,0.00288419,6,142,1,6712501,scaffold43_6700001
scaffold43,6725001,6750000,394,-0.00077887,-0.00247853,6,142,1,6737501,scaffold43_6725001
scaffold43,6750001,6775000,368,-0.00128356,-0.000927929,6,142,1,6762501,scaffold43_6750001
scaffold43,6775001,6800000,341,0.00865683,0.00318162,6,142,1,6787501,scaffold43_6775001
scaffold43,6800001,6825000,412,0.00113801,0.0010737,6,142,1,6812501,scaffold43_6800001
scaffold43,6825001,6850000,523,0.00611396,0.00418837,6,142,1,6837501,scaffold43_6825001
scaffold43,6850001,6875000,383,-0.00288776,-0.00132641,6,142,1,6862501,scaffold43_6850001
scaffold43,6875001,6900000,392,0.0120094,0.0053284,6,142,1,6887501,scaffold43_6875001
scaffold43,6900001,6925000,445,0.00234615,0.00275108,6,142,1,6912501,scaffold43_6900001
scaffold43,6925001,6950000,409,0.00334223,0.000527439,6,142,1,6937501,scaffold43_6925001
scaffold43,6950001,6975000,380,-0.00224618,-0.00146303,6,142,1,6962501,scaffold43_6950001
scaffold43,6975001,7000000,376,0.000724639,-0.000506444,6,142,1,6987501,scaffold43_6975001
scaffold43,7000001,7025000,391,-0.00435117,-0.00389085,6,142,1,7012501,scaffold43_7000001
scaffold43,7025001,7050000,339,0.00332154,0.000579223,6,142,1,7037501,scaffold43_7025001
scaffold43,7050001,7075000,401,0.0103041,0.00431351,6,142,1,7062501,scaffold43_7050001
scaffold43,7075001,7100000,270,0.00395106,0.00317142,6,142,1,7087501,scaffold43_7075001
scaffold43,7100001,7125000,324,0.0113522,0.00707616,6,142,1,7112501,scaffold43_7100001
scaffold43,7125001,7150000,412,0.00305449,0.00266106,6,142,1,7137501,scaffold43_7125001
scaffold43,7150001,7175000,397,-0.00522295,-0.000703349,6,142,1,7162501,scaffold43_7150001
scaffold43,7175001,7200000,398,-0.00161825,-0.00117386,6,142,1,7187501,scaffold43_7175001
scaffold43,7200001,7225000,414,-0.00112413,-0.000338345,6,142,1,7212501,scaffold43_7200001
scaffold43,7225001,7250000,459,0.00127916,0.00249196,6,142,1,7237501,scaffold43_7225001
scaffold43,7250001,7275000,466,0.0050453,0.00301623,6,142,1,7262501,scaffold43_7250001
scaffold43,7275001,7300000,348,0.0209248,0.0119368,6,142,1,7287501,scaffold43_7275001
scaffold43,7300001,7325000,380,0.0178555,0.00764392,6,142,1,7312501,scaffold43_7300001
scaffold43,7325001,7350000,348,0.0053125,0.00341734,6,142,1,7337501,scaffold43_7325001
scaffold43,7350001,7375000,369,-0.00386206,-0.000686688,6,142,1,7362501,scaffold43_7350001
scaffold43,7375001,7400000,371,0.00788699,0.0035038,6,142,1,7387501,scaffold43_7375001
scaffold43,7400001,7425000,416,0.0067839,0.0048222,6,142,1,7412501,scaffold43_7400001
scaffold43,7425001,7450000,348,0.00879795,0.00507769,6,142,1,7437501,scaffold43_7425001
scaffold43,7450001,7475000,331,0.0102622,0.00480262,6,142,1,7462501,scaffold43_7450001
scaffold43,7475001,7500000,421,0.00491806,0.00410971,6,142,1,7487501,scaffold43_7475001
scaffold43,7500001,7525000,344,-0.00396749,-0.000522881,6,142,1,7512501,scaffold43_7500001
scaffold43,7525001,7550000,327,0.00291944,0.00308564,6,142,1,7537501,scaffold43_7525001
scaffold43,7550001,7575000,396,-0.000784086,-0.000428355,6,142,1,7562501,scaffold43_7550001
scaffold43,7575001,7600000,345,0.0037379,0.00237866,6,142,1,7587501,scaffold43_7575001
scaffold43,7600001,7625000,368,-0.00103856,0.00020649,6,142,1,7612501,scaffold43_7600001
scaffold43,7625001,7650000,302,-0.000914392,-0.00055261,6,142,1,7637501,scaffold43_7625001
scaffold43,7650001,7675000,278,-0.00512903,-0.00357063,6,142,1,7662501,scaffold43_7650001
scaffold43,7675001,7700000,291,-0.00382315,-0.00185497,6,142,1,7687501,scaffold43_7675001
scaffold43,7700001,7725000,305,-0.00437011,-0.00304517,6,142,1,7712501,scaffold43_7700001
scaffold43,7725001,7750000,314,-0.0043176,-0.0024254,6,142,1,7737501,scaffold43_7725001
scaffold43,7750001,7775000,263,-0.00155411,-0.00103128,6,142,1,7762501,scaffold43_7750001
scaffold43,7775001,7800000,338,-0.00239847,0.000799118,6,142,1,7787501,scaffold43_7775001
scaffold43,7800001,7825000,322,-0.0022832,2.70E-05,6,142,1,7812501,scaffold43_7800001
scaffold43,7825001,7850000,333,0.00107047,0.00474296,6,142,1,7837501,scaffold43_7825001
scaffold43,7850001,7875000,329,0.0230933,0.0105046,6,142,1,7862501,scaffold43_7850001
scaffold43,7875001,7900000,342,-0.000128286,0.00126729,6,142,1,7887501,scaffold43_7875001
scaffold43,7900001,7925000,292,0.00121842,0.000965201,6,142,1,7912501,scaffold43_7900001
scaffold43,7925001,7950000,310,0.000310856,0.00294089,6,142,1,7937501,scaffold43_7925001
scaffold43,7950001,7975000,363,0.00136522,-0.00155818,6,142,1,7962501,scaffold43_7950001
scaffold43,7975001,8000000,297,-0.00611284,-0.00429396,6,142,1,7987501,scaffold43_7975001
scaffold43,8000001,8025000,333,0.00855697,0.00307094,6,142,1,8012501,scaffold43_8000001
scaffold43,8025001,8050000,310,-0.00232715,-0.00127378,6,142,1,8037501,scaffold43_8025001
scaffold43,8050001,8075000,320,-0.0036486,-0.00255884,6,142,1,8062501,scaffold43_8050001
scaffold43,8075001,8100000,301,-0.00307592,-0.00369121,6,142,1,8087501,scaffold43_8075001
scaffold43,8100001,8125000,370,0.000693242,0.000348052,6,142,1,8112501,scaffold43_8100001
scaffold43,8125001,8150000,339,0.00472993,0.00288116,6,142,1,8137501,scaffold43_8125001
scaffold43,8150001,8175000,458,0.00114552,0.00148378,6,142,1,8162501,scaffold43_8150001
scaffold43,8175001,8200000,408,0.00494343,0.000971103,6,142,1,8187501,scaffold43_8175001
scaffold43,8200001,8225000,353,0.000234325,0.000358045,6,142,1,8212501,scaffold43_8200001
scaffold43,8225001,8250000,385,0.00424074,0.00296963,6,142,1,8237501,scaffold43_8225001
scaffold43,8250001,8275000,312,0.00494669,0.00199796,6,142,1,8262501,scaffold43_8250001
scaffold43,8275001,8300000,399,-0.00415344,-0.00200055,6,142,1,8287501,scaffold43_8275001
scaffold43,8300001,8325000,294,-0.00415653,-0.00313058,6,142,1,8312501,scaffold43_8300001
scaffold43,8325001,8350000,387,0.0050351,0.00356258,6,142,1,8337501,scaffold43_8325001
scaffold43,8350001,8375000,458,0.00258575,-0.000594847,6,142,1,8362501,scaffold43_8350001
scaffold43,8375001,8400000,449,-0.00464705,-0.00378888,6,142,1,8387501,scaffold43_8375001
scaffold43,8400001,8425000,421,-0.000452207,0.00207202,6,142,1,8412501,scaffold43_8400001
scaffold43,8425001,8450000,475,-0.00098976,0.000856647,6,142,1,8437501,scaffold43_8425001
scaffold43,8450001,8475000,493,0.00448413,0.00281027,6,142,1,8462501,scaffold43_8450001
scaffold43,8475001,8500000,424,-0.00196638,0.00194554,6,142,1,8487501,scaffold43_8475001
scaffold43,8500001,8525000,364,-0.0069972,-0.00349509,6,142,1,8512501,scaffold43_8500001
scaffold43,8525001,8550000,282,0.00216413,0.00268558,6,142,1,8537501,scaffold43_8525001
scaffold43,8550001,8575000,276,5.64E-05,0.000612766,6,142,1,8562501,scaffold43_8550001
scaffold43,8575001,8600000,281,-0.00220438,0.000297817,6,142,1,8587501,scaffold43_8575001
scaffold43,8600001,8625000,364,0.00166061,0.001973,6,142,1,8612501,scaffold43_8600001
scaffold43,8625001,8650000,332,-0.00769483,-0.00434685,6,142,1,8637501,scaffold43_8625001
scaffold43,8650001,8675000,316,0.00537263,0.00478107,6,142,1,8662501,scaffold43_8650001
scaffold43,8675001,8700000,314,-0.0010939,-0.00156171,6,142,1,8687501,scaffold43_8675001
scaffold43,8700001,8725000,330,0.00975633,0.00483306,6,142,1,8712501,scaffold43_8700001
scaffold43,8725001,8750000,284,-0.00182658,-0.00244913,6,142,1,8737501,scaffold43_8725001
scaffold43,8750001,8775000,280,-0.00769976,-0.0047563,6,142,1,8762501,scaffold43_8750001
scaffold43,8775001,8800000,339,-0.00656627,-0.0041752,6,142,1,8787501,scaffold43_8775001
scaffold43,8800001,8825000,357,-0.00520676,-0.0010388,6,142,1,8812501,scaffold43_8800001
