CHROM,BIN_START,N_SNPS,TajimaD,POP,psCHROM,psBIN_START,psN_SNPS,psTajimaD,psPOP
scaffold2324,0,269,-0.333708,STORM,scaffold2324,0,284,-0.343437,postSTORM
scaffold2324,25000,175,-0.115608,STORM,scaffold2324,25000,176,0.0886018,postSTORM
scaffold2328,25000,8,-1.09136,STORM,scaffold2328,25000,9,-1.12528,postSTORM
scaffold233,0,243,-0.579769,STORM,scaffold233,0,282,-0.643705,postSTORM
scaffold233,25000,208,-0.223664,STORM,scaffold233,25000,228,-0.355352,postSTORM
scaffold233,50000,126,-0.55226,STORM,scaffold233,50000,135,-0.465025,postSTORM
scaffold233,75000,196,-0.550261,STORM,scaffold233,75000,221,-0.739486,postSTORM
scaffold233,100000,2,-1.19369,STORM,scaffold233,100000,2,-1.42834,postSTORM
scaffold233,125000,66,-1.15007,STORM,scaffold233,125000,87,-1.43345,postSTORM
scaffold233,150000,129,-0.877508,STORM,scaffold233,150000,155,-1.25835,postSTORM
scaffold233,175000,210,-0.691824,STORM,scaffold233,175000,246,-0.929193,postSTORM
scaffold233,200000,210,-0.366428,STORM,scaffold233,200000,234,-0.647388,postSTORM
scaffold233,225000,257,-0.682785,STORM,scaffold233,225000,314,-1.04364,postSTORM
scaffold233,250000,260,-0.80766,STORM,scaffold233,250000,282,-0.911429,postSTORM
scaffold233,275000,305,-0.332675,STORM,scaffold233,275000,327,-0.468377,postSTORM
scaffold233,300000,355,-0.700071,STORM,scaffold233,300000,367,-0.612092,postSTORM
scaffold233,325000,315,-0.764409,STORM,scaffold233,325000,341,-0.942374,postSTORM
scaffold233,350000,20,-0.972957,STORM,scaffold233,350000,21,-0.787045,postSTORM
scaffold2330,0,232,-0.485695,STORM,scaffold2330,0,230,-0.265261,postSTORM
scaffold2330,25000,126,-0.656747,STORM,scaffold2330,25000,116,-0.565428,postSTORM
scaffold2333,0,36,-1.27783,STORM,scaffold2333,0,39,-1.14427,postSTORM
scaffold2333,25000,3,-1.64046,STORM,scaffold2333,25000,5,-1.80632,postSTORM
scaffold2334,25000,5,-0.78171,STORM,scaffold2334,25000,10,-1.31784,postSTORM
scaffold2335,0,19,-0.173772,STORM,scaffold2335,0,22,-0.507197,postSTORM
scaffold2336,25000,2,-0.964414,STORM,scaffold2336,25000,2,-0.111024,postSTORM
scaffold2338,0,81,-0.690286,STORM,scaffold2338,0,85,-0.57058,postSTORM
scaffold2338,25000,109,-0.760443,STORM,scaffold2338,25000,108,-0.721289,postSTORM
scaffold234,0,290,-0.52245,STORM,scaffold234,0,364,-0.746399,postSTORM
scaffold234,25000,93,-1.09097,STORM,scaffold234,25000,128,-1.48889,postSTORM
scaffold234,50000,97,-0.310993,STORM,scaffold234,50000,111,-0.410082,postSTORM
scaffold234,75000,88,-0.631114,STORM,scaffold234,75000,137,-1.27024,postSTORM
scaffold234,100000,127,-0.0610833,STORM,scaffold234,100000,169,-0.509844,postSTORM
scaffold234,125000,152,-0.336666,STORM,scaffold234,125000,181,-0.506755,postSTORM
scaffold234,150000,170,-0.526415,STORM,scaffold234,150000,228,-0.842387,postSTORM
scaffold234,175000,288,-0.347132,STORM,scaffold234,175000,336,-0.495456,postSTORM
scaffold234,200000,297,-0.777392,STORM,scaffold234,200000,327,-0.904404,postSTORM
scaffold234,225000,274,-0.513119,STORM,scaffold234,225000,320,-0.761483,postSTORM
scaffold234,250000,303,-1.13057,STORM,scaffold234,250000,340,-1.19996,postSTORM
scaffold234,275000,296,-0.729017,STORM,scaffold234,275000,353,-1.01039,postSTORM
scaffold234,300000,267,-0.779384,STORM,scaffold234,300000,277,-0.822792,postSTORM
scaffold234,325000,242,-0.869601,STORM,scaffold234,325000,275,-0.973905,postSTORM
scaffold2340,0,187,-0.227635,STORM,scaffold2340,0,210,-0.313997,postSTORM
scaffold2340,25000,71,0.0274254,STORM,scaffold2340,25000,71,0.0679241,postSTORM
scaffold2342,0,10,-0.563842,STORM,scaffold2342,0,10,-0.444731,postSTORM
scaffold2342,25000,120,-0.496861,STORM,scaffold2342,25000,139,-0.967893,postSTORM
scaffold2343,0,46,-0.723666,STORM,scaffold2343,0,53,-0.859675,postSTORM
scaffold2343,25000,14,-0.785414,STORM,scaffold2343,25000,13,-0.388707,postSTORM
scaffold2344,0,1,-0.600564,STORM,scaffold2344,0,1,-0.347911,postSTORM
scaffold2345,0,20,-0.692571,STORM,scaffold2345,0,21,-0.600847,postSTORM
scaffold2346,0,32,-0.679974,STORM,scaffold2346,0,30,-0.183848,postSTORM
scaffold2346,25000,19,1.65108,STORM,scaffold2346,25000,18,1.99823,postSTORM
scaffold2347,0,18,0.0528448,STORM,scaffold2347,0,26,-0.729131,postSTORM
scaffold2347,25000,67,-0.994381,STORM,scaffold2347,25000,69,-0.975948,postSTORM
scaffold2348,0,1,-1.07754,STORM,scaffold2348,0,1,-0.867863,postSTORM
scaffold2349,0,3,0.973016,STORM,scaffold2349,0,4,0.509649,postSTORM
scaffold2349,25000,68,0.0340878,STORM,scaffold2349,25000,73,-0.191824,postSTORM
scaffold235,0,19,-0.634103,STORM,scaffold235,0,22,-1.07959,postSTORM
scaffold235,25000,348,-0.856098,STORM,scaffold235,25000,388,-0.965739,postSTORM
scaffold235,50000,75,-0.688713,STORM,scaffold235,50000,76,-0.463329,postSTORM
scaffold235,75000,8,-1.52501,STORM,scaffold235,75000,15,-2.10721,postSTORM
scaffold235,100000,0,nan,STORM,scaffold235,100000,0,nan,postSTORM
scaffold235,125000,57,-0.775917,STORM,scaffold235,125000,61,-0.901096,postSTORM
scaffold235,150000,162,-0.96997,STORM,scaffold235,150000,175,-0.91144,postSTORM
scaffold235,175000,255,-0.422285,STORM,scaffold235,175000,305,-0.752085,postSTORM
scaffold235,200000,290,-0.257612,STORM,scaffold235,200000,328,-0.53335,postSTORM
scaffold235,225000,14,0.248463,STORM,scaffold235,225000,16,-0.0190826,postSTORM
scaffold235,250000,1,-0.0344482,STORM,scaffold235,250000,2,-0.295842,postSTORM
scaffold235,275000,139,-0.40126,STORM,scaffold235,275000,168,-0.855625,postSTORM
scaffold235,300000,31,0.62845,STORM,scaffold235,300000,31,0.908023,postSTORM
scaffold235,325000,79,0.0540848,STORM,scaffold235,325000,90,-0.188969,postSTORM
scaffold2350,0,2,1.77431,STORM,scaffold2350,0,2,2.34843,postSTORM
scaffold2350,25000,3,0.387032,STORM,scaffold2350,25000,5,-0.75557,postSTORM
scaffold2351,0,21,-0.971061,STORM,scaffold2351,0,19,-0.451613,postSTORM
scaffold2352,0,28,-0.309261,STORM,scaffold2352,0,28,-0.628977,postSTORM
scaffold2352,25000,56,-0.637399,STORM,scaffold2352,25000,61,-0.712163,postSTORM
scaffold2353,0,36,-1.09329,STORM,scaffold2353,0,32,-0.661278,postSTORM
scaffold2353,25000,12,-1.16074,STORM,scaffold2353,25000,14,-1.12848,postSTORM
scaffold2354,0,85,-0.226552,STORM,scaffold2354,0,85,-0.360641,postSTORM
scaffold2354,25000,71,0.0156646,STORM,scaffold2354,25000,73,0.188064,postSTORM
scaffold2355,0,361,-0.379773,STORM,scaffold2355,0,404,-0.519749,postSTORM
scaffold2355,25000,102,-1.24431,STORM,scaffold2355,25000,112,-1.23988,postSTORM
scaffold2356,0,1,1.69294,STORM,scaffold2356,0,2,0.494721,postSTORM
scaffold2358,0,138,-0.401249,STORM,scaffold2358,0,159,-0.66786,postSTORM
scaffold2358,25000,67,0.313721,STORM,scaffold2358,25000,72,0.307194,postSTORM
scaffold236,0,45,-1.18916,STORM,scaffold236,0,53,-1.36912,postSTORM
scaffold236,25000,169,-1.09932,STORM,scaffold236,25000,180,-0.935239,postSTORM
scaffold236,50000,101,-1.2982,STORM,scaffold236,50000,115,-1.46116,postSTORM
scaffold236,75000,109,-0.976058,STORM,scaffold236,75000,133,-1.30848,postSTORM
scaffold236,100000,156,-0.841321,STORM,scaffold236,100000,149,-0.966203,postSTORM
scaffold236,125000,185,-0.681044,STORM,scaffold236,125000,208,-0.907232,postSTORM
scaffold236,150000,269,-0.344718,STORM,scaffold236,150000,293,-0.387469,postSTORM
scaffold236,175000,293,-0.456521,STORM,scaffold236,175000,314,-0.557521,postSTORM
scaffold236,200000,367,-0.711951,STORM,scaffold236,200000,363,-0.627986,postSTORM
scaffold236,225000,402,-0.820175,STORM,scaffold236,225000,415,-0.746044,postSTORM
scaffold236,250000,278,-0.313744,STORM,scaffold236,250000,315,-0.486502,postSTORM
scaffold236,275000,339,-0.822361,STORM,scaffold236,275000,330,-0.626202,postSTORM
scaffold236,300000,390,-0.728282,STORM,scaffold236,300000,425,-0.678565,postSTORM
scaffold236,325000,247,-0.662208,STORM,scaffold236,325000,269,-0.735403,postSTORM
scaffold2360,0,96,0.884065,STORM,scaffold2360,0,102,0.92277,postSTORM
scaffold2360,25000,45,-0.450319,STORM,scaffold2360,25000,46,-0.489432,postSTORM
scaffold2361,25000,13,-0.636394,STORM,scaffold2361,25000,13,-0.700799,postSTORM
scaffold2364,0,221,-1.0645,STORM,scaffold2364,0,263,-1.27211,postSTORM
scaffold2364,25000,170,-0.959046,STORM,scaffold2364,25000,211,-1.18779,postSTORM
scaffold2365,0,1,-0.417008,STORM,scaffold2365,0,2,-0.287618,postSTORM
scaffold2365,25000,16,-0.194053,STORM,scaffold2365,25000,15,-0.0310466,postSTORM
scaffold2367,0,206,-0.239425,STORM,scaffold2367,0,208,-0.259994,postSTORM
scaffold2367,25000,128,-0.777206,STORM,scaffold2367,25000,114,-0.415594,postSTORM
scaffold2368,0,55,-1.26272,STORM,scaffold2368,0,72,-1.40099,postSTORM
scaffold2368,25000,55,0.0685325,STORM,scaffold2368,25000,56,0.0212257,postSTORM
scaffold237,0,331,-0.787823,STORM,scaffold237,0,347,-0.871842,postSTORM
scaffold237,25000,179,-0.498047,STORM,scaffold237,25000,178,-0.280181,postSTORM
scaffold237,50000,156,-0.82875,STORM,scaffold237,50000,171,-0.871535,postSTORM
scaffold237,75000,160,-0.686043,STORM,scaffold237,75000,204,-1.02933,postSTORM
scaffold237,100000,114,-0.23262,STORM,scaffold237,100000,142,-0.618985,postSTORM
scaffold237,125000,218,-0.413709,STORM,scaffold237,125000,257,-0.68077,postSTORM
scaffold237,150000,145,-0.459453,STORM,scaffold237,150000,177,-0.942713,postSTORM
scaffold237,175000,260,-0.648274,STORM,scaffold237,175000,308,-0.91985,postSTORM
scaffold237,200000,313,-0.495758,STORM,scaffold237,200000,375,-0.805882,postSTORM
scaffold237,225000,246,-0.184164,STORM,scaffold237,225000,294,-0.588281,postSTORM
scaffold237,250000,135,-0.406385,STORM,scaffold237,250000,152,-0.569195,postSTORM
scaffold237,275000,370,-0.880935,STORM,scaffold237,275000,374,-0.828329,postSTORM
scaffold237,300000,203,-0.849489,STORM,scaffold237,300000,217,-0.849991,postSTORM
scaffold237,325000,111,-1.4289,STORM,scaffold237,325000,127,-1.46511,postSTORM
scaffold237,350000,248,-1.2363,STORM,scaffold237,350000,288,-1.35824,postSTORM
scaffold237,375000,240,-1.12329,STORM,scaffold237,375000,277,-1.281,postSTORM
scaffold237,400000,241,-0.568754,STORM,scaffold237,400000,259,-0.505493,postSTORM
scaffold237,425000,126,-0.828068,STORM,scaffold237,425000,158,-1.15073,postSTORM
scaffold2370,25000,27,-0.567987,STORM,scaffold2370,25000,30,-0.502403,postSTORM
scaffold2371,0,6,-0.30661,STORM,scaffold2371,0,8,-0.983149,postSTORM
scaffold2371,25000,1,-0.0344482,STORM,scaffold2371,25000,1,0.0114258,postSTORM
scaffold2372,0,252,-0.237006,STORM,scaffold2372,0,222,0.198313,postSTORM
scaffold2372,25000,119,-0.802491,STORM,scaffold2372,25000,125,-0.670447,postSTORM
scaffold2373,0,109,-0.245508,STORM,scaffold2373,0,118,-0.319982,postSTORM
scaffold2373,25000,63,-0.0294415,STORM,scaffold2373,25000,83,-0.644396,postSTORM
scaffold2375,0,170,-0.212077,STORM,scaffold2375,0,193,-0.538455,postSTORM
scaffold2375,25000,84,-0.254994,STORM,scaffold2375,25000,90,-0.416908,postSTORM
scaffold2376,0,43,-0.531616,STORM,scaffold2376,0,50,-0.805748,postSTORM
scaffold2376,25000,101,-0.827038,STORM,scaffold2376,25000,101,-0.773258,postSTORM
scaffold2377,25000,22,0.925304,STORM,scaffold2377,25000,22,1.12373,postSTORM
scaffold2378,0,4,-0.0695223,STORM,scaffold2378,0,3,0.790906,postSTORM
scaffold2379,0,2,-0.613015,STORM,scaffold2379,0,2,-0.472829,postSTORM
scaffold238,0,47,-0.949475,STORM,scaffold238,0,48,-0.977562,postSTORM
scaffold238,25000,94,-1.5293,STORM,scaffold238,25000,116,-1.5074,postSTORM
scaffold238,50000,134,-1.08945,STORM,scaffold238,50000,165,-1.29603,postSTORM
scaffold238,75000,161,-1.52405,STORM,scaffold238,75000,203,-1.51128,postSTORM
scaffold238,100000,118,-1.62611,STORM,scaffold238,100000,129,-1.62431,postSTORM
scaffold238,125000,111,-0.712765,STORM,scaffold238,125000,177,-1.08474,postSTORM
scaffold238,150000,137,0.222219,STORM,scaffold238,150000,203,-0.652685,postSTORM
scaffold238,175000,105,-0.520592,STORM,scaffold238,175000,134,-0.961325,postSTORM
scaffold238,200000,127,0.117066,STORM,scaffold238,200000,137,0.0500954,postSTORM
scaffold238,225000,142,-0.306189,STORM,scaffold238,225000,136,-0.239079,postSTORM
scaffold238,250000,128,0.0622619,STORM,scaffold238,250000,123,0.340999,postSTORM
scaffold238,275000,110,0.238316,STORM,scaffold238,275000,130,0.0664994,postSTORM
scaffold238,300000,82,-0.570606,STORM,scaffold238,300000,96,-0.66755,postSTORM
scaffold238,325000,24,-0.944084,STORM,scaffold238,325000,24,-0.652972,postSTORM
scaffold2380,0,19,-0.445347,STORM,scaffold2380,0,16,0.327395,postSTORM
scaffold2381,0,238,-1.06382,STORM,scaffold2381,0,257,-1.05377,postSTORM
scaffold2381,25000,164,-0.670257,STORM,scaffold2381,25000,179,-0.830887,postSTORM
scaffold2382,0,5,-0.5885,STORM,scaffold2382,0,5,-0.341722,postSTORM
scaffold2383,0,310,-1.21611,STORM,scaffold2383,0,337,-1.38199,postSTORM
scaffold2383,25000,169,-0.972986,STORM,scaffold2383,25000,183,-0.946406,postSTORM
scaffold2384,0,22,-0.77334,STORM,scaffold2384,0,26,-0.660827,postSTORM
scaffold2384,25000,42,-1.28991,STORM,scaffold2384,25000,40,-1.05056,postSTORM
scaffold2386,0,11,-2.14083,STORM,scaffold2386,0,10,-2.0884,postSTORM
scaffold2386,25000,5,-0.693354,STORM,scaffold2386,25000,5,-0.658267,postSTORM
scaffold2387,0,10,-1.13516,STORM,scaffold2387,0,13,-1.26314,postSTORM
scaffold2387,25000,171,-0.728352,STORM,scaffold2387,25000,168,-0.587971,postSTORM
scaffold2389,0,6,-0.841776,STORM,scaffold2389,0,7,-0.80068,postSTORM
scaffold2389,25000,3,-0.896711,STORM,scaffold2389,25000,3,-0.85714,postSTORM
scaffold239,0,3,-0.410177,STORM,scaffold239,0,2,0.227575,postSTORM
scaffold239,25000,14,-1.73417,STORM,scaffold239,25000,18,-1.73194,postSTORM
scaffold239,50000,117,-1.05206,STORM,scaffold239,50000,128,-1.18357,postSTORM
scaffold239,75000,86,-0.470842,STORM,scaffold239,75000,87,-0.484444,postSTORM
scaffold239,100000,31,-0.419743,STORM,scaffold239,100000,36,-0.603123,postSTORM
scaffold239,125000,189,-1.56371,STORM,scaffold239,125000,199,-1.5065,postSTORM
scaffold239,150000,90,-1.19711,STORM,scaffold239,150000,99,-1.24561,postSTORM
scaffold239,175000,66,-0.864405,STORM,scaffold239,175000,72,-0.958082,postSTORM
scaffold239,200000,199,-1.27661,STORM,scaffold239,200000,217,-1.29128,postSTORM
scaffold239,225000,429,-0.248079,STORM,scaffold239,225000,447,-0.26261,postSTORM
scaffold239,250000,246,-0.335657,STORM,scaffold239,250000,293,-0.594791,postSTORM
scaffold239,275000,86,-0.385512,STORM,scaffold239,275000,105,-0.805687,postSTORM
scaffold239,300000,212,0.548863,STORM,scaffold239,300000,216,0.701413,postSTORM
scaffold239,325000,29,-0.473103,STORM,scaffold239,325000,32,-0.428354,postSTORM
scaffold2391,0,47,-1.39818,STORM,scaffold2391,0,54,-1.59166,postSTORM
scaffold2392,0,138,-0.0261961,STORM,scaffold2392,0,164,-0.361967,postSTORM
scaffold2392,25000,88,-0.403273,STORM,scaffold2392,25000,98,-0.873055,postSTORM
scaffold2393,0,174,-0.342554,STORM,scaffold2393,0,196,-0.612903,postSTORM
scaffold2393,25000,101,0.0668538,STORM,scaffold2393,25000,118,-0.488878,postSTORM
scaffold2395,0,9,0.300956,STORM,scaffold2395,0,12,0.111573,postSTORM
scaffold2398,0,15,-0.326541,STORM,scaffold2398,0,15,-0.529345,postSTORM
scaffold2398,25000,20,0.809114,STORM,scaffold2398,25000,20,0.509139,postSTORM
scaffold2399,0,68,-0.474066,STORM,scaffold2399,0,72,-0.465049,postSTORM
scaffold24,0,17,-0.961651,STORM,scaffold24,0,16,-1.02058,postSTORM
scaffold24,25000,269,-0.666363,STORM,scaffold24,25000,279,-0.743913,postSTORM
scaffold24,50000,317,-0.553003,STORM,scaffold24,50000,338,-0.59226,postSTORM
scaffold24,75000,372,-0.381242,STORM,scaffold24,75000,397,-0.365146,postSTORM
scaffold24,100000,318,-0.297377,STORM,scaffold24,100000,359,-0.401904,postSTORM
scaffold24,125000,308,-0.548325,STORM,scaffold24,125000,322,-0.672089,postSTORM
scaffold24,150000,231,-0.82775,STORM,scaffold24,150000,248,-0.603343,postSTORM
scaffold24,175000,182,-1.00559,STORM,scaffold24,175000,164,-0.785798,postSTORM
scaffold24,200000,236,-0.307584,STORM,scaffold24,200000,255,-0.254879,postSTORM
scaffold24,225000,204,-1.53492,STORM,scaffold24,225000,221,-1.28111,postSTORM
scaffold24,250000,293,-0.422742,STORM,scaffold24,250000,322,-0.494984,postSTORM
scaffold24,275000,304,-0.92389,STORM,scaffold24,275000,333,-1.03173,postSTORM
scaffold24,300000,401,-0.762269,STORM,scaffold24,300000,359,-0.381253,postSTORM
scaffold24,325000,355,-0.604331,STORM,scaffold24,325000,346,-0.366709,postSTORM
scaffold24,350000,300,-0.573614,STORM,scaffold24,350000,306,-0.357743,postSTORM
scaffold24,375000,258,-0.821697,STORM,scaffold24,375000,270,-0.723875,postSTORM
scaffold24,400000,242,-0.222608,STORM,scaffold24,400000,263,-0.510873,postSTORM
scaffold24,425000,193,-1.13307,STORM,scaffold24,425000,223,-1.43959,postSTORM
scaffold24,450000,178,-0.684439,STORM,scaffold24,450000,216,-0.842125,postSTORM
scaffold24,475000,243,-0.74425,STORM,scaffold24,475000,273,-0.978105,postSTORM
scaffold24,500000,262,-1.48682,STORM,scaffold24,500000,249,-1.35083,postSTORM
scaffold24,525000,181,-0.7048,STORM,scaffold24,525000,180,-0.243182,postSTORM
scaffold24,550000,294,-1.29932,STORM,scaffold24,550000,289,-1.00118,postSTORM
scaffold24,575000,240,-0.531974,STORM,scaffold24,575000,221,-0.154054,postSTORM
scaffold24,600000,304,-0.728136,STORM,scaffold24,600000,332,-0.891059,postSTORM
scaffold24,625000,323,-0.565258,STORM,scaffold24,625000,354,-0.760256,postSTORM
scaffold24,650000,218,-0.669658,STORM,scaffold24,650000,264,-0.916291,postSTORM
scaffold24,675000,297,-0.505704,STORM,scaffold24,675000,339,-0.685356,postSTORM
scaffold24,700000,340,-0.373986,STORM,scaffold24,700000,361,-0.468781,postSTORM
scaffold24,725000,332,-0.337679,STORM,scaffold24,725000,374,-0.534142,postSTORM
scaffold24,750000,330,-0.537355,STORM,scaffold24,750000,363,-0.687252,postSTORM
scaffold24,775000,383,-0.666993,STORM,scaffold24,775000,372,-0.349392,postSTORM
scaffold24,800000,329,-1.0368,STORM,scaffold24,800000,329,-0.988675,postSTORM
scaffold24,825000,289,-0.741136,STORM,scaffold24,825000,292,-0.630937,postSTORM
scaffold24,850000,330,-0.356628,STORM,scaffold24,850000,340,-0.316744,postSTORM
scaffold24,875000,348,-0.685773,STORM,scaffold24,875000,350,-0.56067,postSTORM
scaffold24,900000,310,-0.557691,STORM,scaffold24,900000,323,-0.439152,postSTORM
scaffold24,925000,270,0.026258,STORM,scaffold24,925000,310,-0.21798,postSTORM
scaffold24,950000,327,-0.687082,STORM,scaffold24,950000,330,-0.391957,postSTORM
scaffold24,975000,289,-1.02612,STORM,scaffold24,975000,306,-0.713634,postSTORM
scaffold24,1000000,331,-0.754329,STORM,scaffold24,1000000,337,-0.551186,postSTORM
scaffold24,1025000,320,-0.720262,STORM,scaffold24,1025000,323,-0.815694,postSTORM
scaffold24,1050000,304,-0.156097,STORM,scaffold24,1050000,319,-0.133609,postSTORM
scaffold24,1075000,306,-0.767343,STORM,scaffold24,1075000,301,-0.549677,postSTORM
scaffold24,1100000,259,-0.301065,STORM,scaffold24,1100000,336,-0.82079,postSTORM
scaffold24,1125000,333,-0.206254,STORM,scaffold24,1125000,433,-0.716199,postSTORM
scaffold24,1150000,365,-0.767355,STORM,scaffold24,1150000,408,-0.704605,postSTORM
scaffold24,1175000,388,-0.400604,STORM,scaffold24,1175000,400,-0.318255,postSTORM
scaffold24,1200000,338,-0.526313,STORM,scaffold24,1200000,323,-0.356949,postSTORM
scaffold24,1225000,336,-0.411043,STORM,scaffold24,1225000,431,-0.761553,postSTORM
scaffold24,1250000,340,-0.696896,STORM,scaffold24,1250000,423,-0.895275,postSTORM
scaffold24,1275000,505,-0.684235,STORM,scaffold24,1275000,439,-0.156542,postSTORM
scaffold24,1300000,479,-0.378266,STORM,scaffold24,1300000,482,-0.266841,postSTORM
scaffold24,1325000,321,-0.675156,STORM,scaffold24,1325000,303,-0.391356,postSTORM
scaffold24,1350000,351,-0.615455,STORM,scaffold24,1350000,355,-0.576432,postSTORM
scaffold24,1375000,326,-0.489461,STORM,scaffold24,1375000,350,-0.628507,postSTORM
scaffold24,1400000,226,-0.613099,STORM,scaffold24,1400000,226,-0.467767,postSTORM
scaffold24,1425000,203,-1.06096,STORM,scaffold24,1425000,208,-1.06751,postSTORM
scaffold24,1450000,268,-0.822382,STORM,scaffold24,1450000,258,-0.46359,postSTORM
scaffold24,1475000,234,-0.980498,STORM,scaffold24,1475000,244,-0.903576,postSTORM
scaffold24,1500000,211,-0.186882,STORM,scaffold24,1500000,225,-0.165274,postSTORM
scaffold24,1525000,210,-0.486447,STORM,scaffold24,1525000,222,-0.561684,postSTORM
scaffold24,1550000,317,-0.603152,STORM,scaffold24,1550000,319,-0.432042,postSTORM
scaffold24,1575000,207,-0.25916,STORM,scaffold24,1575000,196,-0.174496,postSTORM
scaffold24,1600000,269,-0.363415,STORM,scaffold24,1600000,285,-0.36814,postSTORM
scaffold24,1625000,316,-0.317409,STORM,scaffold24,1625000,338,-0.473815,postSTORM
scaffold24,1650000,249,-0.526562,STORM,scaffold24,1650000,275,-0.786134,postSTORM
scaffold24,1675000,273,-0.795616,STORM,scaffold24,1675000,297,-0.867162,postSTORM
scaffold24,1700000,308,-0.761023,STORM,scaffold24,1700000,335,-0.73944,postSTORM
scaffold24,1725000,272,-0.719957,STORM,scaffold24,1725000,320,-0.987211,postSTORM
scaffold24,1750000,302,-0.605689,STORM,scaffold24,1750000,325,-0.530997,postSTORM
scaffold24,1775000,299,-0.569487,STORM,scaffold24,1775000,293,-0.395155,postSTORM
scaffold24,1800000,335,-0.495816,STORM,scaffold24,1800000,339,-0.506954,postSTORM
scaffold24,1825000,288,-0.880966,STORM,scaffold24,1825000,279,-0.665574,postSTORM
scaffold24,1850000,240,-0.638746,STORM,scaffold24,1850000,237,-0.368488,postSTORM
scaffold24,1875000,331,-0.872021,STORM,scaffold24,1875000,364,-0.96786,postSTORM
scaffold24,1900000,223,-0.865993,STORM,scaffold24,1900000,235,-0.821763,postSTORM
scaffold24,1925000,240,-0.263304,STORM,scaffold24,1925000,259,-0.269882,postSTORM
scaffold24,1950000,328,-0.719613,STORM,scaffold24,1950000,336,-0.603776,postSTORM
scaffold24,1975000,316,-0.513699,STORM,scaffold24,1975000,322,-0.550878,postSTORM
scaffold24,2000000,258,-0.933728,STORM,scaffold24,2000000,277,-0.839623,postSTORM
scaffold24,2025000,200,-0.890666,STORM,scaffold24,2025000,214,-1.05424,postSTORM
scaffold24,2050000,234,-0.979524,STORM,scaffold24,2050000,230,-0.653356,postSTORM
scaffold24,2075000,176,-1.20747,STORM,scaffold24,2075000,188,-0.844746,postSTORM
scaffold24,2100000,263,-0.563142,STORM,scaffold24,2100000,288,-0.65787,postSTORM
scaffold24,2125000,382,-0.641407,STORM,scaffold24,2125000,409,-0.582037,postSTORM
scaffold24,2150000,349,-0.400248,STORM,scaffold24,2150000,335,-0.0791194,postSTORM
scaffold24,2175000,244,-0.718066,STORM,scaffold24,2175000,254,-0.741617,postSTORM
scaffold24,2200000,226,-1.01602,STORM,scaffold24,2200000,225,-0.960353,postSTORM
scaffold24,2225000,233,-1.38901,STORM,scaffold24,2225000,250,-1.42583,postSTORM
scaffold24,2250000,212,-1.59678,STORM,scaffold24,2250000,233,-1.59285,postSTORM
scaffold24,2275000,238,-0.670041,STORM,scaffold24,2275000,262,-0.52115,postSTORM
scaffold24,2300000,281,-0.858192,STORM,scaffold24,2300000,296,-1.0068,postSTORM
scaffold24,2325000,265,-1.37371,STORM,scaffold24,2325000,276,-1.22686,postSTORM
scaffold24,2350000,266,-1.06134,STORM,scaffold24,2350000,274,-0.959063,postSTORM
scaffold24,2375000,238,-0.267122,STORM,scaffold24,2375000,243,-0.0857679,postSTORM
scaffold24,2400000,232,-0.696565,STORM,scaffold24,2400000,257,-0.780329,postSTORM
scaffold24,2425000,224,-0.570529,STORM,scaffold24,2425000,258,-0.703508,postSTORM
scaffold24,2450000,241,-0.955838,STORM,scaffold24,2450000,270,-1.03933,postSTORM
scaffold24,2475000,275,-1.0674,STORM,scaffold24,2475000,309,-1.21923,postSTORM
scaffold24,2500000,277,-1.18369,STORM,scaffold24,2500000,279,-1.15829,postSTORM
scaffold24,2525000,275,-0.651296,STORM,scaffold24,2525000,299,-0.710364,postSTORM
scaffold24,2550000,242,-1.09284,STORM,scaffold24,2550000,255,-1.09212,postSTORM
scaffold24,2575000,278,-1.18676,STORM,scaffold24,2575000,298,-1.21943,postSTORM
scaffold24,2600000,270,-1.18526,STORM,scaffold24,2600000,275,-1.15498,postSTORM
scaffold24,2625000,283,-1.00199,STORM,scaffold24,2625000,279,-1.06521,postSTORM
scaffold24,2650000,240,-0.709723,STORM,scaffold24,2650000,258,-0.745845,postSTORM
scaffold24,2675000,285,-0.75252,STORM,scaffold24,2675000,283,-0.580541,postSTORM
scaffold24,2700000,234,-0.916635,STORM,scaffold24,2700000,240,-1.05248,postSTORM
scaffold24,2725000,217,-0.908845,STORM,scaffold24,2725000,225,-0.696256,postSTORM
scaffold24,2750000,271,-1.15286,STORM,scaffold24,2750000,256,-1.05152,postSTORM
scaffold24,2775000,241,-1.28302,STORM,scaffold24,2775000,293,-1.61982,postSTORM
scaffold24,2800000,193,-1.63778,STORM,scaffold24,2800000,197,-1.47517,postSTORM
scaffold24,2825000,374,-0.720707,STORM,scaffold24,2825000,361,-0.489548,postSTORM
scaffold24,2850000,260,-0.871332,STORM,scaffold24,2850000,267,-0.899323,postSTORM
scaffold24,2875000,243,-0.77211,STORM,scaffold24,2875000,263,-0.704397,postSTORM
scaffold24,2900000,253,-0.783833,STORM,scaffold24,2900000,252,-0.784694,postSTORM
scaffold24,2925000,241,-0.256981,STORM,scaffold24,2925000,261,-0.426934,postSTORM
scaffold24,2950000,207,-0.897984,STORM,scaffold24,2950000,221,-1.04859,postSTORM
scaffold24,2975000,219,-0.98654,STORM,scaffold24,2975000,260,-1.19294,postSTORM
